ID,question,answer,category,type,points
1042,Welches alkoholische Getränk kommt üblicherweise in einen Grog?,Rum,,,
1043,"Zu den Wasserzeichen unserer 12 Tierkreiszeichen zählen Krebs, Skorpion und ...?",Fische,,,
1044,Griepswold ist der plattdeutsche Name welcher Kreisstadt in Meck-Pomm?,Greifswald,,,
1045,Als längstes zusammenhängendes Wohngebäude der Welt gilt der Karl-Marx-Hof in welcher Stadt Österreichs?,Wien,,,
1046,Wie nennt man die von der Staatsanwaltschaft vorgetragene Beschuldigung vor Gericht?,"Anklage, Anklageschrift",,,
1047,"""Das Märchen von Susi Sorglos"" erzählt welcher Komiker?","Otto, Otto Waalkes",,,
1048,Welcher Kontinent verdankt seinen Namen einer römischen Provinz?,Afrika,,,
1049,In welcher Hauptstadt fanden 2021 die Schwimm-Europameisterschaften statt?,Budapest,,,
1050,"Bei der trendigen Mahlzeit ""Brinner"" verbindet man dem Namen nach Breakfast und ...?",Dinner,,,
1051,Welche Farbe haben die Federn des Zeichentrick-Kükens Calimero?,Schwarz,,,
1052,Wie heißt der Comedian Bielendorfer mit Vornamen?,Bastian,,,
1053,Auf welcher italienischen Mittelmeerinsel feierte Tom Kaulitz seine Hochzeit mit Heidi Klum?,Capri,,,
1054,Die Mutter welches französischen Kaisers hieß Maria Letizia Bonaparte?,"Napoleon (Bonaparte), Napoleon I.",,,
1055,"Welcher Martin schreibt die ""Allmen""-Buchreihe?",Suter,,,
1056,"Gebildete Menschen sagen statt ""von Rechts wegen"" auf Latein ""de ...""?","jure, iure",,,
1057,Wer erhielt 2021 einen Golden Globe für die beste weibliche Hauptrolle in einer Miniserie?,Anya Taylor-Joy,,,
1058,Welche Tasche müsste eine Dame dem Namen nach am unteren Ende des Arms tragen?,"Handtasche, Damenhandtasche",,,
1059,Ein Cocktailklassiker mit Rum und Limette heißt Mai ...?,Tai,,,
1060,Welcher Brian war legendärer Gründer und Leadgitarrist der Rolling Stones?,Jones,,,
1061,"Welcher Grieche schrieb das Drama ""Antigone""?",Sophokles,,,
1062,Ansbach ist eine der sieben Regierungsbezirkshauptstädte welches Bundeslandes?,Bayern,,,
1063,Wie heißt der Ziehsohn von Meister Geppetto?,Pinocchio,,,
1064,Die Deltamuskeln definieren welchen Teil des Körpers?,Schulter(n),,,
1065,In welchem Evangelium findet sich der kürzeste Bibelvers des Neuen Testaments?,Johannes-Evangelium,,,
1066,Welcher Fußballverein eines Brausefabrikanten verlor das DFB-Pokalfinale 2021?,RB Leipzig,,,
1067,"Moralprediger sollten nicht mit Steinen werfen, wenn sie in welchem redensartlichen Haus sitzen?",Glashaus,,,
1068,"Welcher Fisch versteckt sich im Wort ""Ehering""?",Hering,,,
1069,Welche Anwälte übernehmen vor Gericht die Verteidigung der Angeklagten?,"Rechtsanwälte, Strafverteidiger, Pflichtverteidiger",,,
1070,"Das Buch ""Möpse & Menschen"" schrieb welcher Humorist?","Loriot, Vicco von Bülow",,,
1071,Welcher Kontinent ist nach einer Geliebten des Zeus benannt?,Europa,,,
1072,In welcher Stadt hat Hideki Matsuyama 2021 als erster Japaner ein Golf-Masterturnier gewonnen?,Augusta,,,
1073,"Wer in Frankreich einen Milchkaffee trinken möchte, der bestellt einen ""café au ...""?",lait,,,
1074,Welche Farbe hat der Pullover von Pu dem Bären?,Rot,,,
1075,Wie heißt TV-Polizeihauptmeister Krause mit Vornamen?,Horst,,,
1076,In welchem österreichischen Bundesland kam Hollywoodstar Arnold Schwarzenegger zur Welt?,Steiermark,,,
1077,"""Erfurt liegt am besten Ort. Da muss eine Stadt stehen"", urteilte welcher große Reformator?",Martin Luther,,,
1078,"Welcher Michael schrieb das Buch ""Die Vollmondlegende""?",Ende,,,
1079,"Gebildete Menschen sagen statt ""nach Lage der Dinge"" auf Latein ""de ...""?",facto,,,
1080,Wer erhielt 2021 einen Golden Globe für die beste männliche Hauptrolle in einer Miniserie?,Mark Ruffalo,,,
1081,"Welches längliche, oft lederne Kleidungsstück hat zahlreiche Löcher?",Gürtel,,,
1082,Kuhmilch besteht zu fast 90 Prozent aus ...?,Wasser,,,
1083,"Welcher Gary schrieb mit ""Empty Rooms"" eine der berühmtesten Balladen der Rockgeschichte?","Moore, Gary Moore; Neil Carter (Text)",,,
1084,"Welcher Franzose komponierte die Opern ""Hamlet"" und ""Mignon""?","Ambroise Thomas, Charles Louis Ambroise Thomas",,,
1085,Der Élysée-Palast ist der Amtssitz des Staatspräsidenten welcher Republik?,Frankreich,,,
1086,Captain Hook ist der böse Gegenspieler welches Helden?,Peter Pan,,,
1087,Ein Längs- und ein Quergewölbe hat welcher Körperteil?,"Fuß,Füße",,,
1088,"Auf welches Buch Mose geht die Redensart ""jemandem die Leviten lesen"" zurück?","Levitikus, 3. Buch Mose",,,
1089,Welcher Traditionsverein ist 2021 nach 30 Jahren Fußballbundesliga in die 2. Liga abgestiegen?,FC Schalke 04,,,
1090,"Um eine Prüfung zu bestehen, muss man viel lernen, sich also redensartlich auf welchen Boden setzen?",Hosenboden,,,
1091,Was für ein Tier ist Tabaluga?,Drache,,,
1092,Welcher Mund tut sprichwörtlich Wahrheit kund?,Kindermund,,,
1093,Die Hauptstadt des US-Bundesstaates Delaware heißt wie welche englische Hafenstadt?,Dover,,,
1094,Einen Oscar für ihre Rolle in Das Piano erhielt Anna ?,Paquin,,,
1095,In welchem europäischen Land kann man die Region Trentino besuchen?,Italien,,,
1096,Wer wurde 1982 zum Bundeskanzler gewählt?,Helmut Kohl,,,
1097,"""Don't Go Breaking My Heart"" war der erste Nummer-1-Hit für Kiki Dee und welchen britischen Popstar?",Elton John,,,
1098,Welcher Jurist und Autor der Romantik komponierte auch genau eine Symphonie?,E. T. A. Hoffmann,,,
1099,"Die Stimmen der Jungbullen Noris und Boris im Film ""Die Kühe sind los"" stammen von Wladimir und Vitali ...?",Klitschko,,,
1100,"Welcher auch im Deutschen gebräuchliche Anglizismus bedeutet wörtlich ""Leibwächter?",Bodyguard,,,
1101,"In welchem Musical erklingen die Songs ""Drunter Drüber"" und ""Esmeralda""?",Der Glöckner von Notre-Dame,,,
1102,Prinz Philips offizieller Titel lautete: Herzog von ...?,Edinburgh,,,
1103,Welche DM-Münze galt als Glückspfennig?,1 Pfennig,,,
1104,"Das erste erfolgreiche Kinderbuch von Paul Maar heißt ""Der tätowierte ...""?","Hund, Der tätowierte Hund",,,
1105,"Welchen Aggregatzustand haben Körper, die weder ein bestimmtes Volumen noch eine bestimmte Gestalt haben?","Gas, Gasförmig",,,
1106,Wie heißt die Hauptstadt von Nepal?,Kathmandu,,,
1107,"Wer Hunger hat, der schiebt redensartlich welchen Dampf?",Kohldampf,,,
1108,Welches menschliche Sinnesorgan besitzt Hornschicht und Körnerschicht?,"Haut, Epidermis, Oberhaut, Derma, Cutis",,,
1109,Das Schloss Mauensee liegt in welchem Land Mitteleuropas?,Schweiz,,,
1110,Welche Verfilmung eines Romans von Juli Zeh lief im März 2020 als Mini-Serie im ZDF?,"Unterleuten, Unterleuten - Das zerrissene Dorf",,,
1111,Mit welchen Tieren wird alljährlich das traditionsreiche Kentucky Derby ausgetragen?,Pferde,,,
1112,"Wie nennt man die Lust, etwas zu essen?","Appetit, Heißhunger",,,
1113,"Wer moderierte die einstündige Comedy-Talkshow ""Dall-As""?",Karl Dall,,,
1114,"Welche Anne wurde für ""Annette, ein Heldinnenepos"" mit dem Deutschen Buchpreis 2020 ausgezeichnet?",Weber,,,
1115,"Wie lautet die Abkürzung für ""Allgemeine Ortskrankenkasse""?",AOK,,,
1116,Was für ein Tier ist Lucky Lukes Jolly Jumper?,Pferd,,,
1117,Welchen umgangssprachlichen Zettel verpasst man jemandem als Lektion?,Denkzettel,,,
1118,"Welches andere Wort muss man an ""Guinea"" anhängen, damit daraus ein anderer afrikanischer Staat wird?",Bissau,,,
1119,"Wen spielte Dooley Wilson in ""Casablanca""?","Sam, Barpianist",,,
1120,"Der Name welcher deutschen Landeshauptstadt endet auf der Silbe ""-gart""?",Stuttgart,,,
1121,Wer wurde 1969 zum Bundeskanzler gewählt?,Willy Brandt,,,
1122,"Von welcher berühmten britischen Band stammt der Goldie-Oldie ""Brothers In Arms""?",Dire Straits,,,
1123,"Welche österreichische Nobelpreisträgerin schrieb das Theaterstück ""Wolken.Heim.""?",Elfriede Jelinek,,,
1124,"Einer der Gastgeber des Podcasts ""Baywatch Berlin"" ist der Moderator und Entertainer Klaas ...?",Heufer-Umlauf,,,
1125,"Welches Tier nennt man in Dänemark ""ulv"" und in Italien ""lupo""?",Wolf,,,
1126,"Aus welchem Musical kennt man die Songs ""Maskenball"" und ""Mehr will ich nicht von dir""?",Das Phantom der Oper,,,
1127,Wie heißen die Eltern des US-Models Frances Bean Cobain?,Kurt Cobain und Courtney Love,,,
1128,Welche Euro-Münze soll Glück bringen?,1 Cent,,,
1129,"Einen Millionenbestseller schrieb Paul Watzlawick mit seinem Buch ""Anleitung zum ...""?",Unglücklichsein,,,
1130,"Welchen Aggregatzustand haben Körper, die ein bestimmtes Volumen, aber keine bestimmte Gestalt haben?",Flüssig,,,
1131,Wie heißt die Hauptstadt von Paraguay?,Asunción,,,
1132,"Wer ganz nach deinem Geschmack ist, der ist genau deine Kragen-...?",Weite,,,
1133,Lhotse heißt der 8.516 Meter hohe Nachbarberg des Mount ...?,Everest,,,
1134,Was ist bei einer Arthrose laut Namen betroffen?,"Gelenke, Glied(er)",,,
1135,"Wem wurde 2021 der Oscar als ""Beste Hauptdarstellerin"" verliehen?",Frances McDormand,,,
1136,"Die ""Kleine 14-jährige Tänzerin"" war die einzige zu Lebzeiten ausgestellte Skulptur welches Impressionisten?",Edgar Degas,,,
1137,Das Fußballteam welches Landes verlor 2021 das Finale der Fußball-Europameisterschaft?,England,,,
1138,2021 sind welche Sakko-Polster der 1980er-Jahre wieder in?,Schulterpolster,,,
1139,"Welche New Yorkerin hatte 2011 mit ""Born This Way"" einen Nr.-1-Hit?",Lady Gaga,,,
1140,Das Grabmal Napoleon Bonapartes kann man in welchem Pariser Kuppelbau besichtigen?,"Invalidendom, Dôme des Invalides",,,
1141,Welches Küchengerät verfügt über einen Besteckkorb?,"Spülmaschine, Geschirrspüler",,,
1142,Welcher Stadtstaat liegt an der Côte d'Azur?,Monaco,,,
1143,Die Hauptstadt welches südamerikanischen Landes ist wegen ihrer modernen Architektur ein Weltkulturerbe?,Brasilien,,,
1144,Unter welchem griechischen Namen ist uns Pharao Khufu besser bekannt?,Cheops,,,
1145,"Ein Film von Sönke Wortmann mit Til Schweiger heißt ""Der bewegte ...""?",Mann,,,
1146,Unter welchem englischen Namen findet die Kranichbeere in der Küche Verwendung?,Cranberry,,,
1147,In welcher Stadt wurden im Rahmen eines Kunstwerks von Joseph Beuys einst 7.000 Eichen gepflanzt?,Kassel,,,
1148,Wie nennt man bei der Jagd einen männlichen Luchs?,Kuder,,,
1149,"Auf welches Blech, das auch aus Plastik sein kann, fegt man mit einem Handbesen Krümel und Staub?",Kehrblech,,,
1150,"Welcher Marc-Uwe schrieb das Aufklärungsbuch ""Der Tag, an dem Papa ein heikles Gespräch führen wollte""?","Kling, Marc-Uwe Kling",,,
1151,Die Liparischen Inseln gehören zu welchem Land?,Italien,,,
1152,Das älteste Volksfest Deutschlands - das Lullusfest - findet statt im hessischen Bad ?,Hersfeld,,,
1153,"Im Thriller ""Sieben"" spielt Brad Pitt an der Seite von Morgan ...?","Freeman, Morgan Freeman",,,
1154,Die Region Transsilvanien kennt man auch als Sieben-...?,bürgen,,,
1155,Welches Organ ist bei Asthma bronchiale betroffen?,Lunge,,,
1156,"Wem wurde 2021 der Oscar als ""Bester Hauptdarsteller"" verliehen?",Anthony Hopkins,,,
1157,"""Das Höllentor"" gilt - obwohl unvollendet - als das bedeutendste Werk welches französischen Bildhauers?",Auguste Rodin,,,
1158,Das Fußballteam welches Landes gewann 2021 die Fußball-Europameisterschaft?,Italien,,,
1159,2021 feiert welche Hose der 70er-Jahre-Mode ihr Comeback?,Schlaghose,,,
1160,"Welcher Hawaiianer hatte 2011 mit dem Titel ""Grenade"" einen Nr.-1-Hit?",Bruno Mars,,,
1161,Wie heißt die älteste im Originalzustand erhaltene Brücke über die Seine in Paris?,Pont Neuf (Neue Brücke),,,
1162,Auf welchem gasbetriebenen Küchengerät kann man kochen?,"Herd, Gaskochfeld",,,
1163,Welche Stadt in Island hat die meisten Einwohner?,Reykjavík,,,
1164,Mit dem Auto kann man in welchem Land durch den 18 Kilometer langen Zhongnanshan-Tunnel fahren?,China,,,
1165,Mit bürgerlichem Namen hieß Räuberhauptmann Schinderhannes Johannes ...?,Bückler,,,
1166,"Mit dem Oscar prämiert wurde Danny Boyles Film ""Slumdog ...""?",Millionär,,,
1167,Wie heißt auch hierzulande eine beliebte sehr dünne französische Version des Pfannkuchens?,"Crêpe, Galette",,,
1168,"In welcher italienischen Stadt kann man Donatellos ""David""-Statue besichtigen?",Florenz,,,
1169,Wie nennt man einen männlichen Hamster?,"Bock, Böckchen, Bocke",,,
1170,"Als was für einen Frosch bezeichnet man einen kleinen, umherspringenden Feuerwerkskörper?",Knallfrosch,,,
1171,"Welche Kinderbuchautorin aus Schweden schrieb das Buch ""Tomte Tummetott""?",Astrid Lindgren,,,
1172,Den Gornergletscher findet man in welchem Land?,Schweiz,,,
1173,Die Stiftskirche Sankt Servatius steht seit 1129 auf dem Schlossberg von ...?,Quedlinburg,,,
1174,"Das Opfer in Kenneth Branaghs Film ""Mord im Orient Express"" spielt Johnny ...?",Depp,,,
1175,Welches Mitglied von Bündnis 90/Die Grünen wurde 1998 unter Gerhard Schröder Umweltminister?,Jürgen Trittin,,,
1176,Zu welchen pflanzlichen Lebensmitteln zählt man Schnittbohnen und Salatgurken?,Gemüse,,,
1177,In welchem Land steht die Pyramide von Couhard?,Frankreich,,,
1178,Wilhelm Tell weigert sich welches Kleidungsstück auf einem Stock zu grüßen?,"Hut, Gesslerhut",,,
1179,"Welches Wort bedeutet ""Mutterleib"" und steht übertragen auch für Geborgenheit?",Schoß,,,
1180,Welchem Kobold mit rotem Haar lieh Hans Clarin jahrzehntelang seine Stimme?,Pumuckl,,,
1181,In welchem Land wurde 1885 das weltweit erste moderne Hochhaus errichtet?,"USA, Vereinigte Staaten von Amerika",,,
1182,"Welcher Jason spielt die Hauptrolle in Guy Ritchies Actionfilm ""Cash Truck""?",Statham,,,
1183,Die Taklamakan-Wüste liegt als zweitgrößte Sandwüste der Erde in welchem Land?,China,,,
1184,"Wer die Wahrheit sagen soll, soll redensartlich die Hand auf welches Organ legen?",Herz,,,
1185,Welcher legendäre Techno-Club befindet sich seit 2004 in Berlin-Friedrichshain direkt neben dem Ostbahnhof?,Berghain,,,
1186,In welcher Oper wird der Stierkämpfer Escamillo bejubelt?,Carmen,,,
1187,Welche Barbara wurde als beste Schauspielerin mit dem Deutschen Fernsehpreis 2020 ausgezeichnet?,"Auer, Barbara Auer",,,
1188,Wie bewegen sich Regenwürmer fort?,"Kriechend, Grabend",,,
1189,"Aus welchem Film über Elton John stammt der 2020 oscarprämierte Song ""(I'm Gonna) Love Me Again""?",Rocketman,,,
1190,Welche Farbe hat der Kreis auf der ansonsten grünen Flagge von Bangladesch?,Rot,,,
1191,Wie heißt der Oscar-Preisträger DiCaprio mit zweitem Vornamen?,Wilhelm,,,
1192,Worin landet man bei der Leichtathletikdisziplin Dreisprung?,"Sandgrube, Sprunggrube, Sand",,,
1193,Welche antike Kultur folgte in Italien auf die Kultur der Etrusker?,"Römische Kultur, Rom",,,
1194,Wie nennt man einen Naturgeist und eine Fußballmannschaft?,Elf,,,
1195,"Betrachtet man die Einwohnerzahl, so ist Sandau an der Elbe die kleinste Stadt welches Bundeslandes?",Sachsen-Anhalt,,,
1196,Um was für ein Haus handelt es sich bei der Mailänder Scala?,Opernhaus,,,
1197,Welche Farbe haben die Blütenblätter des Stängellosen Enzians?,Blau,,,
1198,"Wie alt müssen Kinder hierzulande sein, wenn sie EU-regelkonform Messengerdienste verwenden wollen?",16 Jahre,,,
1199,Welcher Schaumwein stammt aus dem nördlichsten Weinanbaugebiet Frankreichs?,Champagner,,,
1200,In welchem Land steht die Pyramide des Caius Cestius?,Italien,,,
1201,"Der Roman ""Krabat"" spielt größtenteils in was für einem Gebäude?","Mühle, Wassermühle; Windmühle wäre FALSCH",,,
1202,"Welches Fremdwort bedeutet wörtlich ""es macht"" und bezeichnet heute ein Ergebnis?",Fazit,,,
1203,René Goscinny und Albert Uderzo erfanden welche Comic-Reihe um Römer und Gallier?,Asterix,,,
1204,In welchem Land steht die mit 565 Metern höchste Brücke der Welt?,China,,,
1205,"Welcher John erhielt viermal den Oscar für die ""Beste Regie""?",John Ford,,,
1206,In welchem Land liegt an den Ausläufern des Balkan-Gebirges das Tal der Rosen?,Bulgarien,,,
1207,"Wer seine Wohnung aufräumt, bringt sie redensartlich auf welchen Mann?",Vordermann,,,
1208,Welches Musik- und Kunst-Festival im August '69 gilt als die Mutter aller Open-Air-Festivals?,"Woodstock, Woodstock Music and Art Festival",,,
1209,Wie heißt Franz Lehárs erfolgreichste und bekannteste Operette?,Die lustige Witwe,,,
1210,Welcher Joachim wurde als bester Schauspieler mit dem Deutschen Fernsehpreis 2020 ausgezeichnet?,"Król, Joachim Król",,,
1211,In welchem der vier Elemente leben Sardinen?,Wasser,,,
1212,"In welcher deutschen Komödie von 2003 erleben Käpt'n Kork, Mr. Spuck und Ingenieur Schrotty zusammen Abenteuer?",Traumschiff Surprise (- Periode 1),,,
1213,Wie viele Streifen hat die Flagge von Thailand?,5,,,
1214,Wie lautete der zweite Vorname von US-Präsident Ronald Reagan?,Wilson,,,
1215,"Welche Figur wird im Volksglauben als bucklige alte Frau mit langer, krummer Nase dargestellt?",Hexe,,,
1216,Wie heißt die Moderatorin Moschner mit Vornamen?,"Ruth, Ruth Isabel",,,
1217,"Auf welcher Insel soll sich das Labyrinth von Knossos befunden haben, aus dem Theseus herausfand?",Kreta,,,
1218,Der schon in der Römerzeit benutzte San-Bernardino-Pass liegt in welchem Schweizer Kanton?,Graubünden,,,
1219,"Die Bezeichnung für welche historische Epoche passt zu dem Verb ""restaurieren""?",Restauration,,,
1220,In welchem Fach ergründen Schüler das Flugverhalten von Vögeln?,Biologie,,,
1221,Die Kohorte der Prätorianer schuf welcher römische Kaiser zu seinem Schutz?,Augustus,,,
1222,Welche Beachvolleyballerin trug die deutsche Fahne bei der Eröffnungsfeier der Olympischen Spiele in Tokio?,Laura Ludwig,,,
1223,"Wie nennt man einen Bahnhof, in dem die Gleise enden?","Kopfbahnhof, Sackbahnhof",,,
1224,Die Türkei grenzt auf dem europäischen Festland nur an Griechenland und ...?,Bulgarien,,,
1225,"Welches Metall ist seinem althochdeutschen Namen nach das ""Blanke""?",Gold,,,
1226,"Welche Basiseinheit ist nach einem britischen Baron benannt, der die thermodynamische Temperaturskala einführte?",Kelvin,,,
1227,Das Weinbaugebiet Provence liegt in welchem Land?,Frankreich,,,
1228,"Können zwei sich so gar nicht leiden, dann sind sie sich farblich ausgedrückt nicht ...?",grün,,,
1229,"Die IG BCE ist laut Namen die Gewerkschaft für Bergbau, Chemie und ...?",Energie,,,
1230,Der Retba-See ist mit fast vierzig Prozent salzhaltiger als das Tote Meer und liegt in welchem Land Afrikas?,Senegal,,,
1231,Wie viele Personen treten dem Namen nach bei einem Duell gegeneinander an?,2,,,
1232,"Zu welcher Sportart gehören die Begriffe Drei-Punkte-Wurf, Schrittfehler und Point Guard?",Basketball,,,
1233,"Wer malte das Bild ""Adele Bloch-Bauer I""?",Gustav Klimt,,,
